practice_id,role_id,r_a,
"""APO12.03""",15,,"""""APO12.03"""""
"""APO12.03""",16,,"""""APO12.03"""""
"""APO12.03""",17,,"""""APO12.03"""""
"""APO12.03""",18,,"""""APO12.03"""""
"""APO12.03""",19,,"""""APO12.03"""""
"""APO12.03""",20,,"""""APO12.03"""""
"""APO12.03""",21,,"""""APO12.03"""""
"""APO12.03""",22,,"""""APO12.03"""""
"""APO12.03""",23,,"""""APO12.03"""""
"""APO12.03""",24,,"""""APO12.03"""""
"""APO12.03""",25,,"""""APO12.03"""""
"""APO12.03""",26,,"""""APO12.03"""""
"""APO12.03""",27,,"""""APO12.03"""""
"""APO12.03""",28,,"""""APO12.03"""""
"""APO12.03""",29,,"""""APO12.03"""""
"""APO12.03""",30,,"""""APO12.03"""""
"""APO12.03""",31,,"""""APO12.03"""""
"""APO12.03""",32,,"""""APO12.03"""""
"""APO12.03""",33,,"""""APO12.03"""""
"""APO12.04""",1,,"""""APO12.04"""""
"""APO12.04""",2,,"""""APO12.04"""""
"""APO12.04""",3,,"""""APO12.04"""""
"""APO12.04""",4,A,"""""APO12.04"""""
"""APO12.04""",5,,"""""APO12.04"""""
"""APO12.04""",6,R,"""""APO12.04"""""
"""APO12.04""",7,,"""""APO12.04"""""
"""APO12.04""",8,,"""""APO12.04"""""
"""APO12.04""",9,,"""""APO12.04"""""
"""APO12.04""",10,,"""""APO12.04"""""
"""APO12.04""",11,,"""""APO12.04"""""
"""APO12.04""",12,R,"""""APO12.04"""""
"""APO12.04""",13,,"""""APO12.04"""""
"""APO12.04""",14,R,"""""APO12.04"""""
"""APO12.04""",15,,"""""APO12.04"""""
"""APO12.04""",16,,"""""APO12.04"""""
"""APO12.04""",17,,"""""APO12.04"""""
"""APO12.04""",18,,"""""APO12.04"""""
"""APO12.04""",19,,"""""APO12.04"""""
"""APO12.04""",20,,"""""APO12.04"""""
"""APO12.04""",21,,"""""APO12.04"""""
"""APO12.04""",22,,"""""APO12.04"""""
"""APO12.04""",23,,"""""APO12.04"""""
"""APO12.04""",24,,"""""APO12.04"""""
"""APO12.04""",25,,"""""APO12.04"""""
"""APO12.04""",26,,"""""APO12.04"""""
"""APO12.04""",27,,"""""APO12.04"""""
"""APO12.04""",28,,"""""APO12.04"""""
"""APO12.04""",29,,"""""APO12.04"""""
"""APO12.04""",30,,"""""APO12.04"""""
"""APO12.04""",31,,"""""APO12.04"""""
"""APO12.04""",32,,"""""APO12.04"""""
"""APO12.04""",33,,"""""APO12.04"""""
"""APO12.05""",1,,"""""APO12.05"""""
"""APO12.05""",2,,"""""APO12.05"""""
"""APO12.05""",3,,"""""APO12.05"""""
"""APO12.05""",4,A,"""""APO12.05"""""
"""APO12.05""",5,,"""""APO12.05"""""
"""APO12.05""",6,R,"""""APO12.05"""""
"""APO12.05""",7,,"""""APO12.05"""""
"""APO12.05""",8,,"""""APO12.05"""""
"""APO12.05""",9,,"""""APO12.05"""""
"""APO12.05""",10,,"""""APO12.05"""""
"""APO12.05""",11,,"""""APO12.05"""""
"""APO12.05""",12,R,"""""APO12.05"""""
"""APO12.05""",13,,"""""APO12.05"""""
"""APO12.05""",14,R,"""""APO12.05"""""
"""APO12.05""",15,,"""""APO12.05"""""
"""APO12.05""",16,,"""""APO12.05"""""
"""APO12.05""",17,,"""""APO12.05"""""
"""APO12.05""",18,,"""""APO12.05"""""
"""APO12.05""",19,,"""""APO12.05"""""
"""APO12.05""",20,,"""""APO12.05"""""
"""APO12.05""",21,,"""""APO12.05"""""
"""APO12.05""",22,,"""""APO12.05"""""
"""APO12.05""",23,,"""""APO12.05"""""
"""APO12.05""",24,,"""""APO12.05"""""
"""APO12.05""",25,,"""""APO12.05"""""
"""APO12.05""",26,,"""""APO12.05"""""
"""APO12.05""",27,,"""""APO12.05"""""
"""APO12.05""",28,,"""""APO12.05"""""
"""APO12.05""",29,,"""""APO12.05"""""
"""APO12.05""",30,,"""""APO12.05"""""
"""APO12.05""",31,,"""""APO12.05"""""
"""APO12.05""",32,,"""""APO12.05"""""
"""APO12.05""",33,,"""""APO12.05"""""
"""APO12.06""",1,,"""""APO12.06"""""
"""APO12.06""",2,,"""""APO12.06"""""
"""APO12.06""",3,,"""""APO12.06"""""
"""APO12.06""",4,R,"""""APO12.06"""""
"""APO12.06""",5,,"""""APO12.06"""""
"""APO12.06""",6,A,"""""APO12.06"""""
"""APO12.06""",7,R,"""""APO12.06"""""
"""APO12.06""",8,R,"""""APO12.06"""""
"""APO12.06""",9,,"""""APO12.06"""""
"""APO12.06""",10,,"""""APO12.06"""""
"""APO12.06""",11,,"""""APO12.06"""""
"""APO12.06""",12,,"""""APO12.06"""""
"""APO12.06""",13,R,"""""APO12.06"""""
"""APO12.06""",14,R,"""""APO12.06"""""
"""APO12.06""",15,,"""""APO12.06"""""
"""APO12.06""",16,,"""""APO12.06"""""
"""APO12.06""",17,,"""""APO12.06"""""
"""APO12.06""",18,R,"""""APO12.06"""""
"""APO12.06""",19,,"""""APO12.06"""""
"""APO12.06""",20,,"""""APO12.06"""""
"""APO12.06""",21,,"""""APO12.06"""""
"""APO12.06""",22,R,"""""APO12.06"""""
"""APO12.06""",23,R,"""""APO12.06"""""
"""APO12.06""",24,R,"""""APO12.06"""""
"""APO12.06""",25,R,"""""APO12.06"""""
"""APO12.06""",26,R,"""""APO12.06"""""
"""APO12.06""",27,R,"""""APO12.06"""""
"""APO12.06""",28,R,"""""APO12.06"""""
"""APO12.06""",29,R,"""""APO12.06"""""
"""APO12.06""",30,,"""""APO12.06"""""
"""APO12.06""",31,,"""""APO12.06"""""
"""APO12.06""",32,,"""""APO12.06"""""
"""APO12.06""",33,,"""""APO12.06"""""
"""BAI01.01""",1,,"""""BAI01.01"""""
"""BAI01.01""",2,,"""""BAI01.01"""""
"""BAI01.01""",3,A,"""""BAI01.01"""""
"""BAI01.01""",4,,"""""BAI01.01"""""
"""BAI01.01""",5,,"""""BAI01.01"""""
"""BAI01.01""",6,R,"""""BAI01.01"""""
"""BAI01.01""",7,,"""""BAI01.01"""""
"""BAI01.01""",8,,"""""BAI01.01"""""
"""BAI01.01""",9,,"""""BAI01.01"""""
"""BAI01.01""",10,R,"""""BAI01.01"""""
"""BAI01.01""",11,,"""""BAI01.01"""""
"""BAI01.01""",12,,"""""BAI01.01"""""
"""BAI01.01""",13,,"""""BAI01.01"""""
"""BAI01.01""",14,,"""""BAI01.01"""""
"""BAI01.01""",15,,"""""BAI01.01"""""
"""BAI01.01""",16,R,"""""BAI01.01"""""
"""BAI01.01""",17,,"""""BAI01.01"""""
"""BAI01.01""",18,,"""""BAI01.01"""""
"""BAI01.01""",19,,"""""BAI01.01"""""
"""BAI01.01""",20,,"""""BAI01.01"""""
"""BAI01.01""",21,,"""""BAI01.01"""""
"""BAI01.01""",22,,"""""BAI01.01"""""
"""BAI01.01""",23,,"""""BAI01.01"""""
"""BAI01.01""",24,,"""""BAI01.01"""""
"""BAI01.01""",25,,"""""BAI01.01"""""
"""BAI01.01""",26,,"""""BAI01.01"""""
"""BAI01.01""",27,,"""""BAI01.01"""""
"""BAI01.01""",28,,"""""BAI01.01"""""
"""BAI01.01""",29,,"""""BAI01.01"""""
"""BAI01.01""",30,,"""""BAI01.01"""""
"""BAI01.01""",31,,"""""BAI01.01"""""
"""BAI01.01""",32,,"""""BAI01.01"""""
"""BAI01.01""",33,,"""""BAI01.01"""""
"""BAI01.02""",1,,"""""BAI01.02"""""
"""BAI01.02""",2,,"""""BAI01.02"""""
"""BAI01.02""",3,,"""""BAI01.02"""""
"""BAI01.02""",4,R,"""""BAI01.02"""""
"""BAI01.02""",5,,"""""BAI01.02"""""
"""BAI01.02""",6,,"""""BAI01.02"""""
"""BAI01.02""",7,,"""""BAI01.02"""""
"""BAI01.02""",8,,"""""BAI01.02"""""
"""BAI01.02""",9,,"""""BAI01.02"""""
"""BAI01.02""",10,,"""""BAI01.02"""""
"""BAI01.02""",11,,"""""BAI01.02"""""
"""BAI01.02""",12,,"""""BAI01.02"""""
"""BAI01.02""",13,,"""""BAI01.02"""""
"""BAI01.02""",14,R,"""""BAI01.02"""""
"""BAI01.02""",15,A,"""""BAI01.02"""""
"""BAI01.02""",16,R,"""""BAI01.02"""""
"""BAI01.02""",17,,"""""BAI01.02"""""
"""BAI01.02""",18,R,"""""BAI01.02"""""
"""BAI01.02""",19,,"""""BAI01.02"""""
"""BAI01.02""",20,,"""""BAI01.02"""""
"""BAI01.02""",21,,"""""BAI01.02"""""
"""BAI01.02""",22,,"""""BAI01.02"""""
"""BAI01.02""",23,,"""""BAI01.02"""""
"""BAI01.02""",24,,"""""BAI01.02"""""
"""BAI01.02""",25,,"""""BAI01.02"""""
"""BAI01.02""",26,,"""""BAI01.02"""""
"""BAI01.02""",27,,"""""BAI01.02"""""
"""BAI01.02""",28,,"""""BAI01.02"""""
"""BAI01.02""",29,,"""""BAI01.02"""""
"""BAI01.02""",30,,"""""BAI01.02"""""
"""BAI01.02""",31,,"""""BAI01.02"""""
"""BAI01.02""",32,,"""""BAI01.02"""""
"""BAI01.02""",33,,"""""BAI01.02"""""
"""BAI01.03""",1,,"""""BAI01.03"""""
"""BAI01.03""",2,,"""""BAI01.03"""""
"""BAI01.03""",3,,"""""BAI01.03"""""
"""BAI01.03""",4,,"""""BAI01.03"""""
"""BAI01.03""",5,,"""""BAI01.03"""""
"""BAI01.03""",6,,"""""BAI01.03"""""
"""BAI01.03""",7,,"""""BAI01.03"""""
"""BAI01.03""",8,,"""""BAI01.03"""""
"""BAI01.03""",9,,"""""BAI01.03"""""
"""BAI01.03""",10,,"""""BAI01.03"""""
"""BAI01.03""",11,,"""""BAI01.03"""""
"""BAI01.03""",12,,"""""BAI01.03"""""
"""BAI01.03""",13,,"""""BAI01.03"""""
"""BAI01.03""",14,R,"""""BAI01.03"""""
"""BAI01.03""",15,A,"""""BAI01.03"""""
"""BAI01.03""",16,R,"""""BAI01.03"""""
"""BAI01.03""",17,,"""""BAI01.03"""""
"""BAI01.03""",18,R,"""""BAI01.03"""""
"""BAI01.03""",19,,"""""BAI01.03"""""
"""BAI01.03""",20,,"""""BAI01.03"""""
"""BAI01.03""",21,,"""""BAI01.03"""""
"""BAI01.03""",22,,"""""BAI01.03"""""
"""BAI01.03""",23,,"""""BAI01.03"""""
"""BAI01.03""",24,,"""""BAI01.03"""""
"""BAI01.03""",25,,"""""BAI01.03"""""
"""BAI01.03""",26,,"""""BAI01.03"""""
"""BAI01.03""",27,,"""""BAI01.03"""""
"""BAI01.03""",28,,"""""BAI01.03"""""
"""BAI01.03""",29,,"""""BAI01.03"""""
"""BAI01.03""",30,,"""""BAI01.03"""""
"""BAI01.03""",31,,"""""BAI01.03"""""
"""BAI01.03""",32,,"""""BAI01.03"""""
"""BAI01.03""",33,,"""""BAI01.03"""""
"""BAI01.04""",1,,"""""BAI01.04"""""
"""BAI01.04""",2,,"""""BAI01.04"""""
"""BAI01.04""",3,,"""""BAI01.04"""""
"""BAI01.04""",4,,"""""BAI01.04"""""
"""BAI01.04""",5,,"""""BAI01.04"""""
"""BAI01.04""",6,,"""""BAI01.04"""""
"""BAI01.04""",7,,"""""BAI01.04"""""
"""BAI01.04""",8,,"""""BAI01.04"""""
"""BAI01.04""",9,,"""""BAI01.04"""""
"""BAI01.04""",10,,"""""BAI01.04"""""
"""BAI01.04""",11,,"""""BAI01.04"""""
"""BAI01.04""",12,,"""""BAI01.04"""""
"""BAI01.04""",13,,"""""BAI01.04"""""
"""BAI01.04""",14,,"""""BAI01.04"""""
"""BAI01.04""",15,A,"""""BAI01.04"""""
"""BAI01.04""",16,R,"""""BAI01.04"""""
"""BAI01.04""",17,,"""""BAI01.04"""""
"""BAI01.04""",18,R,"""""BAI01.04"""""
"""BAI01.04""",19,,"""""BAI01.04"""""
"""BAI01.04""",20,,"""""BAI01.04"""""
"""BAI01.04""",21,,"""""BAI01.04"""""
"""BAI01.04""",22,,"""""BAI01.04"""""
"""BAI01.04""",23,,"""""BAI01.04"""""
"""BAI01.04""",24,,"""""BAI01.04"""""
"""BAI01.04""",25,,"""""BAI01.04"""""
"""BAI01.04""",26,,"""""BAI01.04"""""
"""BAI01.04""",27,,"""""BAI01.04"""""
"""BAI01.04""",28,,"""""BAI01.04"""""
"""BAI01.04""",29,,"""""BAI01.04"""""
"""BAI01.04""",30,,"""""BAI01.04"""""
"""BAI01.04""",31,,"""""BAI01.04"""""
"""BAI01.04""",32,,"""""BAI01.04"""""
"""BAI01.04""",33,,"""""BAI01.04"""""
"""BAI01.05""",1,,"""""BAI01.05"""""
"""BAI01.05""",2,,"""""BAI01.05"""""
"""BAI01.05""",3,,"""""BAI01.05"""""
"""BAI01.05""",4,,"""""BAI01.05"""""
"""BAI01.05""",5,,"""""BAI01.05"""""
"""BAI01.05""",6,R,"""""BAI01.05"""""
"""BAI01.05""",7,,"""""BAI01.05"""""
"""BAI01.05""",8,,"""""BAI01.05"""""
"""BAI01.05""",9,,"""""BAI01.05"""""
"""BAI01.05""",10,,"""""BAI01.05"""""
"""BAI01.05""",11,,"""""BAI01.05"""""
"""BAI01.05""",12,,"""""BAI01.05"""""
"""BAI01.05""",13,,"""""BAI01.05"""""
"""BAI01.05""",14,R,"""""BAI01.05"""""
"""BAI01.05""",15,A,"""""BAI01.05"""""
"""BAI01.05""",16,R,"""""BAI01.05"""""
"""BAI01.05""",17,,"""""BAI01.05"""""
"""BAI01.05""",18,R,"""""BAI01.05"""""
"""BAI01.05""",19,,"""""BAI01.05"""""
"""BAI01.05""",20,,"""""BAI01.05"""""
"""BAI01.05""",21,,"""""BAI01.05"""""
"""BAI01.05""",22,,"""""BAI01.05"""""
"""BAI01.05""",23,,"""""BAI01.05"""""
"""BAI01.05""",24,,"""""BAI01.05"""""
"""BAI01.05""",25,,"""""BAI01.05"""""
"""BAI01.05""",26,,"""""BAI01.05"""""
"""BAI01.05""",27,,"""""BAI01.05"""""
"""BAI01.05""",28,,"""""BAI01.05"""""
"""BAI01.05""",29,,"""""BAI01.05"""""
"""BAI01.05""",30,,"""""BAI01.05"""""
"""BAI01.05""",31,,"""""BAI01.05"""""
"""BAI01.05""",32,,"""""BAI01.05"""""
"""BAI01.05""",33,,"""""BAI01.05"""""
"""BAI01.06""",1,,"""""BAI01.06"""""
"""BAI01.06""",2,,"""""BAI01.06"""""
"""BAI01.06""",3,,"""""BAI01.06"""""
"""BAI01.06""",4,,"""""BAI01.06"""""
"""BAI01.06""",5,,"""""BAI01.06"""""
"""BAI01.06""",6,R,"""""BAI01.06"""""
"""BAI01.06""",7,,"""""BAI01.06"""""
"""BAI01.06""",8,,"""""BAI01.06"""""
"""BAI01.06""",9,,"""""BAI01.06"""""
"""BAI01.06""",10,,"""""BAI01.06"""""
"""BAI01.06""",11,,"""""BAI01.06"""""
"""BAI01.06""",12,,"""""BAI01.06"""""
"""BAI01.06""",13,,"""""BAI01.06"""""
"""BAI01.06""",14,,"""""BAI01.06"""""
"""BAI01.06""",15,A,"""""BAI01.06"""""
"""BAI01.06""",16,R,"""""BAI01.06"""""
"""BAI01.06""",17,,"""""BAI01.06"""""
"""BAI01.06""",18,R,"""""BAI01.06"""""
"""BAI01.06""",19,,"""""BAI01.06"""""
"""BAI01.06""",20,,"""""BAI01.06"""""
"""BAI01.06""",21,,"""""BAI01.06"""""
"""BAI01.06""",22,R,"""""BAI01.06"""""
"""BAI01.06""",23,R,"""""BAI01.06"""""
"""BAI01.06""",24,R,"""""BAI01.06"""""
"""BAI01.06""",25,,"""""BAI01.06"""""
"""BAI01.06""",26,,"""""BAI01.06"""""
"""BAI01.06""",27,,"""""BAI01.06"""""
"""BAI01.06""",28,,"""""BAI01.06"""""
"""BAI01.06""",29,,"""""BAI01.06"""""
"""BAI01.06""",30,,"""""BAI01.06"""""
"""BAI01.06""",31,,"""""BAI01.06"""""
"""BAI01.06""",32,,"""""BAI01.06"""""
"""BAI01.06""",33,,"""""BAI01.06"""""
"""BAI01.07""",1,,"""""BAI01.07"""""
"""BAI01.07""",2,,"""""BAI01.07"""""
"""BAI01.07""",3,,"""""BAI01.07"""""
"""BAI01.07""",4,,"""""BAI01.07"""""
"""BAI01.07""",5,,"""""BAI01.07"""""
"""BAI01.07""",6,,"""""BAI01.07"""""
"""BAI01.07""",7,,"""""BAI01.07"""""
"""BAI01.07""",8,,"""""BAI01.07"""""
"""BAI01.07""",9,,"""""BAI01.07"""""
"""BAI01.07""",10,,"""""BAI01.07"""""
"""BAI01.07""",11,,"""""BAI01.07"""""
"""BAI01.07""",12,,"""""BAI01.07"""""
"""BAI01.07""",13,,"""""BAI01.07"""""
"""BAI01.07""",14,R,"""""BAI01.07"""""
"""BAI01.07""",15,A,"""""BAI01.07"""""
"""BAI01.07""",16,R,"""""BAI01.07"""""
"""BAI01.07""",17,,"""""BAI01.07"""""
"""BAI01.07""",18,R,"""""BAI01.07"""""
"""BAI01.07""",19,,"""""BAI01.07"""""
"""BAI01.07""",20,,"""""BAI01.07"""""
"""BAI01.07""",21,,"""""BAI01.07"""""
"""BAI01.07""",22,,"""""BAI01.07"""""
"""BAI01.07""",23,,"""""BAI01.07"""""
"""BAI01.07""",24,,"""""BAI01.07"""""
"""BAI01.07""",25,,"""""BAI01.07"""""
"""BAI01.07""",26,,"""""BAI01.07"""""
"""BAI01.07""",27,,"""""BAI01.07"""""
"""BAI01.07""",28,,"""""BAI01.07"""""
"""BAI01.07""",29,,"""""BAI01.07"""""
"""BAI01.07""",30,,"""""BAI01.07"""""
"""BAI01.07""",31,,"""""BAI01.07"""""
"""BAI01.07""",32,,"""""BAI01.07"""""
"""BAI01.07""",33,,"""""BAI01.07"""""
"""BAI01.08""",1,,"""""BAI01.08"""""
"""BAI01.08""",2,,"""""BAI01.08"""""
"""BAI01.08""",3,,"""""BAI01.08"""""
"""BAI01.08""",4,R,"""""BAI01.08"""""
"""BAI01.08""",5,,"""""BAI01.08"""""
"""BAI01.08""",6,,"""""BAI01.08"""""
"""BAI01.08""",7,,"""""BAI01.08"""""
"""BAI01.08""",8,,"""""BAI01.08"""""
"""BAI01.08""",9,,"""""BAI01.08"""""
"""BAI01.08""",10,,"""""BAI01.08"""""
"""BAI01.08""",11,,"""""BAI01.08"""""
"""BAI01.08""",12,,"""""BAI01.08"""""
"""BAI01.08""",13,,"""""BAI01.08"""""
"""BAI01.08""",14,R,"""""BAI01.08"""""
"""BAI01.08""",15,A,"""""BAI01.08"""""
"""BAI01.08""",16,R,"""""BAI01.08"""""
"""BAI01.08""",17,,"""""BAI01.08"""""
"""BAI01.08""",18,R,"""""BAI01.08"""""
"""BAI01.08""",19,,"""""BAI01.08"""""
"""BAI01.08""",20,,"""""BAI01.08"""""
"""BAI01.08""",21,,"""""BAI01.08"""""
"""BAI01.08""",22,,"""""BAI01.08"""""
"""BAI01.08""",23,R,"""""BAI01.08"""""
"""BAI01.08""",24,,"""""BAI01.08"""""
"""BAI01.08""",25,,"""""BAI01.08"""""
"""BAI01.08""",26,,"""""BAI01.08"""""
"""BAI01.08""",27,,"""""BAI01.08"""""
"""BAI01.08""",28,,"""""BAI01.08"""""
"""BAI01.08""",29,,"""""BAI01.08"""""
"""BAI01.08""",30,,"""""BAI01.08"""""
"""BAI01.08""",31,,"""""BAI01.08"""""
"""BAI01.08""",32,,"""""BAI01.08"""""
"""BAI01.08""",33,,"""""BAI01.08"""""
"""BAI01.09""",1,,"""""BAI01.09"""""
"""BAI01.09""",2,,"""""BAI01.09"""""
"""BAI01.09""",3,,"""""BAI01.09"""""
"""BAI01.09""",4,,"""""BAI01.09"""""
"""BAI01.09""",5,,"""""BAI01.09"""""
"""BAI01.09""",6,R,"""""BAI01.09"""""
"""BAI01.09""",7,,"""""BAI01.09"""""
"""BAI01.09""",8,,"""""BAI01.09"""""
"""BAI01.09""",9,,"""""BAI01.09"""""
"""BAI01.09""",10,,"""""BAI01.09"""""
"""BAI01.09""",11,,"""""BAI01.09"""""
"""BAI01.09""",12,,"""""BAI01.09"""""
"""BAI01.09""",13,,"""""BAI01.09"""""
"""BAI01.09""",14,R,"""""BAI01.09"""""
"""BAI01.09""",15,A,"""""BAI01.09"""""
"""BAI01.09""",16,R,"""""BAI01.09"""""
"""BAI01.09""",17,,"""""BAI01.09"""""
"""BAI01.09""",18,R,"""""BAI01.09"""""
"""BAI01.09""",19,,"""""BAI01.09"""""
"""BAI01.09""",20,,"""""BAI01.09"""""
"""BAI01.09""",21,,"""""BAI01.09"""""
"""BAI01.09""",22,,"""""BAI01.09"""""
"""BAI01.09""",23,R,"""""BAI01.09"""""
"""BAI01.09""",24,,"""""BAI01.09"""""
"""BAI01.09""",25,,"""""BAI01.09"""""
"""BAI01.09""",26,,"""""BAI01.09"""""
"""BAI01.09""",27,,"""""BAI01.09"""""
"""BAI01.09""",28,,"""""BAI01.09"""""
"""BAI01.09""",29,,"""""BAI01.09"""""
"""BAI01.09""",30,,"""""BAI01.09"""""
"""BAI01.09""",31,,"""""BAI01.09"""""
"""BAI01.09""",32,,"""""BAI01.09"""""
"""BAI01.09""",33,,"""""BAI01.09"""""
"""DSS05.01""",1,,"""""DSS05.01"""""
"""DSS05.01""",2,,"""""DSS05.01"""""
"""DSS05.01""",3,,"""""DSS05.01"""""
"""DSS05.01""",4,,"""""DSS05.01"""""
"""DSS05.01""",5,,"""""DSS05.01"""""
"""DSS05.01""",6,,"""""DSS05.01"""""
"""DSS05.01""",7,,"""""DSS05.01"""""
"""DSS05.01""",8,,"""""DSS05.01"""""
"""DSS05.01""",9,,"""""DSS05.01"""""
"""DSS05.01""",10,,"""""DSS05.01"""""
"""DSS05.01""",11,,"""""DSS05.01"""""
"""DSS05.01""",12,,"""""DSS05.01"""""
"""DSS05.01""",13,A,"""""DSS05.01"""""
"""DSS05.01""",14,R,"""""DSS05.01"""""
"""DSS05.01""",15,,"""""DSS05.01"""""
"""DSS05.01""",16,,"""""DSS05.01"""""
"""DSS05.01""",17,,"""""DSS05.01"""""
"""DSS05.01""",18,,"""""DSS05.01"""""
"""DSS05.01""",19,,"""""DSS05.01"""""
"""DSS05.01""",20,R,"""""DSS05.01"""""
"""DSS05.01""",21,,"""""DSS05.01"""""
"""DSS05.01""",22,,"""""DSS05.01"""""
"""DSS05.01""",23,R,"""""DSS05.01"""""
"""DSS05.01""",24,R,"""""DSS05.01"""""
"""DSS05.01""",25,,"""""DSS05.01"""""
"""DSS05.01""",26,,"""""DSS05.01"""""
"""DSS05.01""",27,R,"""""DSS05.01"""""
"""DSS05.01""",28,,"""""DSS05.01"""""
"""DSS05.01""",29,,"""""DSS05.01"""""
"""DSS05.01""",30,,"""""DSS05.01"""""
"""DSS05.01""",31,,"""""DSS05.01"""""
"""DSS05.01""",32,,"""""DSS05.01"""""
"""DSS05.01""",33,,"""""DSS05.01"""""
"""DSS05.02""",1,,"""""DSS05.02"""""
"""DSS05.02""",2,,"""""DSS05.02"""""
"""DSS05.02""",3,,"""""DSS05.02"""""
"""DSS05.02""",4,,"""""DSS05.02"""""
"""DSS05.02""",5,,"""""DSS05.02"""""
"""DSS05.02""",6,,"""""DSS05.02"""""
"""DSS05.02""",7,,"""""DSS05.02"""""
"""DSS05.02""",8,,"""""DSS05.02"""""
"""DSS05.02""",9,,"""""DSS05.02"""""
"""DSS05.02""",10,,"""""DSS05.02"""""
"""DSS05.02""",11,,"""""DSS05.02"""""
"""DSS05.02""",12,,"""""DSS05.02"""""
"""DSS05.02""",13,A,"""""DSS05.02"""""
"""DSS05.02""",14,,"""""DSS05.02"""""
"""DSS05.02""",15,,"""""DSS05.02"""""
"""DSS05.02""",16,,"""""DSS05.02"""""
"""DSS05.02""",17,,"""""DSS05.02"""""
"""DSS05.02""",18,,"""""DSS05.02"""""
"""DSS05.02""",19,,"""""DSS05.02"""""
"""DSS05.02""",20,,"""""DSS05.02"""""
"""DSS05.02""",21,,"""""DSS05.02"""""
"""DSS05.02""",22,,"""""DSS05.02"""""
"""DSS05.02""",23,R,"""""DSS05.02"""""
"""DSS05.02""",24,R,"""""DSS05.02"""""
"""DSS05.02""",25,,"""""DSS05.02"""""
"""DSS05.02""",26,,"""""DSS05.02"""""
"""DSS05.02""",27,R,"""""DSS05.02"""""
"""DSS05.02""",28,,"""""DSS05.02"""""
"""DSS05.02""",29,,"""""DSS05.02"""""
"""DSS05.02""",30,,"""""DSS05.02"""""
"""DSS05.02""",31,,"""""DSS05.02"""""
"""DSS05.02""",32,,"""""DSS05.02"""""
"""DSS05.02""",33,,"""""DSS05.02"""""
"""DSS05.03""",1,,"""""DSS05.03"""""
"""DSS05.03""",2,,"""""DSS05.03"""""
"""DSS05.03""",3,,"""""DSS05.03"""""
"""DSS05.03""",4,,"""""DSS05.03"""""
"""DSS05.03""",5,,"""""DSS05.03"""""
"""DSS05.03""",6,,"""""DSS05.03"""""
"""DSS05.03""",7,,"""""DSS05.03"""""
"""DSS05.03""",8,,"""""DSS05.03"""""
"""DSS05.03""",9,,"""""DSS05.03"""""
"""DSS05.03""",10,,"""""DSS05.03"""""
"""DSS05.03""",11,,"""""DSS05.03"""""
"""DSS05.03""",12,,"""""DSS05.03"""""
"""DSS05.03""",13,A,"""""DSS05.03"""""
"""DSS05.03""",14,,"""""DSS05.03"""""
"""DSS05.03""",15,,"""""DSS05.03"""""
"""DSS05.03""",16,,"""""DSS05.03"""""
"""DSS05.03""",17,,"""""DSS05.03"""""
"""DSS05.03""",18,,"""""DSS05.03"""""
"""DSS05.03""",19,,"""""DSS05.03"""""
"""DSS05.03""",20,,"""""DSS05.03"""""
"""DSS05.03""",21,,"""""DSS05.03"""""
"""DSS05.03""",22,,"""""DSS05.03"""""
"""DSS05.03""",23,R,"""""DSS05.03"""""
"""DSS05.03""",24,R,"""""DSS05.03"""""
"""DSS05.03""",25,,"""""DSS05.03"""""
"""DSS05.03""",26,,"""""DSS05.03"""""
"""DSS05.03""",27,R,"""""DSS05.03"""""
"""DSS05.03""",28,,"""""DSS05.03"""""
"""DSS05.03""",29,,"""""DSS05.03"""""
"""DSS05.03""",30,,"""""DSS05.03"""""
"""DSS05.03""",31,,"""""DSS05.03"""""
"""DSS05.03""",32,,"""""DSS05.03"""""
"""DSS05.03""",33,,"""""DSS05.03"""""
"""DSS05.04""",1,,"""""DSS05.04"""""
"""DSS05.04""",2,,"""""DSS05.04"""""
"""DSS05.04""",3,,"""""DSS05.04"""""
"""DSS05.04""",4,,"""""DSS05.04"""""
"""DSS05.04""",5,,"""""DSS05.04"""""
"""DSS05.04""",6,,"""""DSS05.04"""""
"""DSS05.04""",7,,"""""DSS05.04"""""
"""DSS05.04""",8,,"""""DSS05.04"""""
"""DSS05.04""",9,,"""""DSS05.04"""""
"""DSS05.04""",10,,"""""DSS05.04"""""
"""DSS05.04""",11,,"""""DSS05.04"""""
"""DSS05.04""",12,,"""""DSS05.04"""""
"""DSS05.04""",13,A,"""""DSS05.04"""""
"""DSS05.04""",14,R,"""""DSS05.04"""""
"""DSS05.04""",15,,"""""DSS05.04"""""
"""DSS05.04""",16,,"""""DSS05.04"""""
"""DSS05.04""",17,,"""""DSS05.04"""""
"""DSS05.04""",18,,"""""DSS05.04"""""
"""DSS05.04""",19,,"""""DSS05.04"""""
"""DSS05.04""",20,,"""""DSS05.04"""""
"""DSS05.04""",21,,"""""DSS05.04"""""
"""DSS05.04""",22,,"""""DSS05.04"""""
"""DSS05.04""",23,,"""""DSS05.04"""""
"""DSS05.04""",24,R,"""""DSS05.04"""""
"""DSS05.04""",25,,"""""DSS05.04"""""
"""DSS05.04""",26,,"""""DSS05.04"""""
"""DSS05.04""",27,R,"""""DSS05.04"""""
"""DSS05.04""",28,,"""""DSS05.04"""""
"""DSS05.04""",29,R,"""""DSS05.04"""""
