practice_id,role_id,r_a,
"""DSS01.01""",15,,"""""DSS01.01"""""
"""DSS01.01""",16,,"""""DSS01.01"""""
"""DSS01.01""",17,,"""""DSS01.01"""""
"""DSS01.01""",18,,"""""DSS01.01"""""
"""DSS01.01""",19,,"""""DSS01.01"""""
"""DSS01.01""",20,,"""""DSS01.01"""""
"""DSS01.01""",21,,"""""DSS01.01"""""
"""DSS01.01""",22,,"""""DSS01.01"""""
"""DSS01.01""",23,,"""""DSS01.01"""""
"""DSS01.01""",24,R,"""""DSS01.01"""""
"""DSS01.01""",25,,"""""DSS01.01"""""
"""DSS01.01""",26,,"""""DSS01.01"""""
"""DSS01.01""",27,,"""""DSS01.01"""""
"""DSS01.01""",28,,"""""DSS01.01"""""
"""DSS01.01""",29,,"""""DSS01.01"""""
"""DSS01.01""",30,,"""""DSS01.01"""""
"""DSS01.01""",31,,"""""DSS01.01"""""
"""DSS01.01""",32,,"""""DSS01.01"""""
"""DSS01.01""",33,,"""""DSS01.01"""""
"""DSS01.02""",1,,"""""DSS01.02"""""
"""DSS01.02""",2,,"""""DSS01.02"""""
"""DSS01.02""",3,,"""""DSS01.02"""""
"""DSS01.02""",4,,"""""DSS01.02"""""
"""DSS01.02""",5,,"""""DSS01.02"""""
"""DSS01.02""",6,A,"""""DSS01.02"""""
"""DSS01.02""",7,R,"""""DSS01.02"""""
"""DSS01.02""",8,,"""""DSS01.02"""""
"""DSS01.02""",9,,"""""DSS01.02"""""
"""DSS01.02""",10,,"""""DSS01.02"""""
"""DSS01.02""",11,,"""""DSS01.02"""""
"""DSS01.02""",12,,"""""DSS01.02"""""
"""DSS01.02""",13,,"""""DSS01.02"""""
"""DSS01.02""",14,,"""""DSS01.02"""""
"""DSS01.02""",15,,"""""DSS01.02"""""
"""DSS01.02""",16,,"""""DSS01.02"""""
"""DSS01.02""",17,,"""""DSS01.02"""""
"""DSS01.02""",18,,"""""DSS01.02"""""
"""DSS01.02""",19,,"""""DSS01.02"""""
"""DSS01.02""",20,,"""""DSS01.02"""""
"""DSS01.02""",21,,"""""DSS01.02"""""
"""DSS01.02""",22,,"""""DSS01.02"""""
"""DSS01.02""",23,,"""""DSS01.02"""""
"""DSS01.02""",24,R,"""""DSS01.02"""""
"""DSS01.02""",25,,"""""DSS01.02"""""
"""DSS01.02""",26,,"""""DSS01.02"""""
"""DSS01.02""",27,R,"""""DSS01.02"""""
"""DSS01.02""",28,,"""""DSS01.02"""""
"""DSS01.02""",29,R,"""""DSS01.02"""""
"""DSS01.02""",30,,"""""DSS01.02"""""
"""DSS01.02""",31,,"""""DSS01.02"""""
"""DSS01.02""",32,,"""""DSS01.02"""""
"""DSS01.02""",33,,"""""DSS01.02"""""
"""DSS01.03""",1,,"""""DSS01.03"""""
"""DSS01.03""",2,,"""""DSS01.03"""""
"""DSS01.03""",3,,"""""DSS01.03"""""
"""DSS01.03""",4,,"""""DSS01.03"""""
"""DSS01.03""",5,,"""""DSS01.03"""""
"""DSS01.03""",6,R,"""""DSS01.03"""""
"""DSS01.03""",7,A,"""""DSS01.03"""""
"""DSS01.03""",8,,"""""DSS01.03"""""
"""DSS01.03""",9,,"""""DSS01.03"""""
"""DSS01.03""",10,,"""""DSS01.03"""""
"""DSS01.03""",11,,"""""DSS01.03"""""
"""DSS01.03""",12,,"""""DSS01.03"""""
"""DSS01.03""",13,,"""""DSS01.03"""""
"""DSS01.03""",14,,"""""DSS01.03"""""
"""DSS01.03""",15,,"""""DSS01.03"""""
"""DSS01.03""",16,,"""""DSS01.03"""""
"""DSS01.03""",17,,"""""DSS01.03"""""
"""DSS01.03""",18,,"""""DSS01.03"""""
"""DSS01.03""",19,,"""""DSS01.03"""""
"""DSS01.03""",20,,"""""DSS01.03"""""
"""DSS01.03""",21,,"""""DSS01.03"""""
"""DSS01.03""",22,,"""""DSS01.03"""""
"""DSS01.03""",23,,"""""DSS01.03"""""
"""DSS01.03""",24,R,"""""DSS01.03"""""
"""DSS01.03""",25,,"""""DSS01.03"""""
"""DSS01.03""",26,,"""""DSS01.03"""""
"""DSS01.03""",27,R,"""""DSS01.03"""""
"""DSS01.03""",28,,"""""DSS01.03"""""
"""DSS01.03""",29,,"""""DSS01.03"""""
"""DSS01.03""",30,,"""""DSS01.03"""""
"""DSS01.03""",31,,"""""DSS01.03"""""
"""DSS01.03""",32,,"""""DSS01.03"""""
"""DSS01.03""",33,,"""""DSS01.03"""""
"""DSS01.04""",1,,"""""DSS01.04"""""
"""DSS01.04""",2,,"""""DSS01.04"""""
"""DSS01.04""",3,,"""""DSS01.04"""""
"""DSS01.04""",4,,"""""DSS01.04"""""
"""DSS01.04""",5,,"""""DSS01.04"""""
"""DSS01.04""",6,R,"""""DSS01.04"""""
"""DSS01.04""",7,A,"""""DSS01.04"""""
"""DSS01.04""",8,,"""""DSS01.04"""""
"""DSS01.04""",9,,"""""DSS01.04"""""
"""DSS01.04""",10,,"""""DSS01.04"""""
"""DSS01.04""",11,,"""""DSS01.04"""""
"""DSS01.04""",12,,"""""DSS01.04"""""
"""DSS01.04""",13,,"""""DSS01.04"""""
"""DSS01.04""",14,,"""""DSS01.04"""""
"""DSS01.04""",15,,"""""DSS01.04"""""
"""DSS01.04""",16,,"""""DSS01.04"""""
"""DSS01.04""",17,,"""""DSS01.04"""""
"""DSS01.04""",18,,"""""DSS01.04"""""
"""DSS01.04""",19,,"""""DSS01.04"""""
"""DSS01.04""",20,,"""""DSS01.04"""""
"""DSS01.04""",21,,"""""DSS01.04"""""
"""DSS01.04""",22,,"""""DSS01.04"""""
"""DSS01.04""",23,,"""""DSS01.04"""""
"""DSS01.04""",24,R,"""""DSS01.04"""""
"""DSS01.04""",25,,"""""DSS01.04"""""
"""DSS01.04""",26,,"""""DSS01.04"""""
"""DSS01.04""",27,R,"""""DSS01.04"""""
"""DSS01.04""",28,,"""""DSS01.04"""""
"""DSS01.04""",29,,"""""DSS01.04"""""
"""DSS01.04""",30,,"""""DSS01.04"""""
"""DSS01.04""",31,,"""""DSS01.04"""""
"""DSS01.04""",32,,"""""DSS01.04"""""
"""DSS01.04""",33,,"""""DSS01.04"""""
"""DSS01.05""",1,,"""""DSS01.05"""""
"""DSS01.05""",2,,"""""DSS01.05"""""
"""DSS01.05""",3,,"""""DSS01.05"""""
"""DSS01.05""",4,,"""""DSS01.05"""""
"""DSS01.05""",5,,"""""DSS01.05"""""
"""DSS01.05""",6,R,"""""DSS01.05"""""
"""DSS01.05""",7,A,"""""DSS01.05"""""
"""DSS01.05""",8,,"""""DSS01.05"""""
"""DSS01.05""",9,,"""""DSS01.05"""""
"""DSS01.05""",10,,"""""DSS01.05"""""
"""DSS01.05""",11,,"""""DSS01.05"""""
"""DSS01.05""",12,,"""""DSS01.05"""""
"""DSS01.05""",13,,"""""DSS01.05"""""
"""DSS01.05""",14,,"""""DSS01.05"""""
"""DSS01.05""",15,,"""""DSS01.05"""""
"""DSS01.05""",16,,"""""DSS01.05"""""
"""DSS01.05""",17,,"""""DSS01.05"""""
"""DSS01.05""",18,,"""""DSS01.05"""""
"""DSS01.05""",19,,"""""DSS01.05"""""
"""DSS01.05""",20,,"""""DSS01.05"""""
"""DSS01.05""",21,,"""""DSS01.05"""""
"""DSS01.05""",22,,"""""DSS01.05"""""
"""DSS01.05""",23,,"""""DSS01.05"""""
"""DSS01.05""",24,R,"""""DSS01.05"""""
"""DSS01.05""",25,,"""""DSS01.05"""""
"""DSS01.05""",26,,"""""DSS01.05"""""
"""DSS01.05""",27,R,"""""DSS01.05"""""
"""DSS01.05""",28,,"""""DSS01.05"""""
"""DSS01.05""",29,,"""""DSS01.05"""""
"""DSS01.05""",30,,"""""DSS01.05"""""
"""DSS01.05""",31,,"""""DSS01.05"""""
"""DSS01.05""",32,,"""""DSS01.05"""""
"""DSS01.05""",33,,"""""DSS01.05"""""
"""DSS02.01""",1,,"""""DSS02.01"""""
"""DSS02.01""",2,,"""""DSS02.01"""""
"""DSS02.01""",3,,"""""DSS02.01"""""
"""DSS02.01""",4,,"""""DSS02.01"""""
"""DSS02.01""",5,,"""""DSS02.01"""""
"""DSS02.01""",6,,"""""DSS02.01"""""
"""DSS02.01""",7,A,"""""DSS02.01"""""
"""DSS02.01""",8,,"""""DSS02.01"""""
"""DSS02.01""",9,,"""""DSS02.01"""""
"""DSS02.01""",10,,"""""DSS02.01"""""
"""DSS02.01""",11,,"""""DSS02.01"""""
"""DSS02.01""",12,,"""""DSS02.01"""""
"""DSS02.01""",13,,"""""DSS02.01"""""
"""DSS02.01""",14,,"""""DSS02.01"""""
"""DSS02.01""",15,,"""""DSS02.01"""""
"""DSS02.01""",16,,"""""DSS02.01"""""
"""DSS02.01""",17,,"""""DSS02.01"""""
"""DSS02.01""",18,,"""""DSS02.01"""""
"""DSS02.01""",19,,"""""DSS02.01"""""
"""DSS02.01""",20,,"""""DSS02.01"""""
"""DSS02.01""",21,,"""""DSS02.01"""""
"""DSS02.01""",22,,"""""DSS02.01"""""
"""DSS02.01""",23,R,"""""DSS02.01"""""
"""DSS02.01""",24,R,"""""DSS02.01"""""
"""DSS02.01""",25,,"""""DSS02.01"""""
"""DSS02.01""",26,R,"""""DSS02.01"""""
"""DSS02.01""",27,,"""""DSS02.01"""""
"""DSS02.01""",28,,"""""DSS02.01"""""
"""DSS02.01""",29,,"""""DSS02.01"""""
"""DSS02.01""",30,,"""""DSS02.01"""""
"""DSS02.01""",31,,"""""DSS02.01"""""
"""DSS02.01""",32,,"""""DSS02.01"""""
"""DSS02.01""",33,,"""""DSS02.01"""""
"""DSS02.02""",1,,"""""DSS02.02"""""
"""DSS02.02""",2,,"""""DSS02.02"""""
"""DSS02.02""",3,,"""""DSS02.02"""""
"""DSS02.02""",4,,"""""DSS02.02"""""
"""DSS02.02""",5,,"""""DSS02.02"""""
"""DSS02.02""",6,,"""""DSS02.02"""""
"""DSS02.02""",7,A,"""""DSS02.02"""""
"""DSS02.02""",8,,"""""DSS02.02"""""
"""DSS02.02""",9,,"""""DSS02.02"""""
"""DSS02.02""",10,,"""""DSS02.02"""""
"""DSS02.02""",11,,"""""DSS02.02"""""
"""DSS02.02""",12,,"""""DSS02.02"""""
"""DSS02.02""",13,,"""""DSS02.02"""""
"""DSS02.02""",14,,"""""DSS02.02"""""
"""DSS02.02""",15,,"""""DSS02.02"""""
"""DSS02.02""",16,,"""""DSS02.02"""""
"""DSS02.02""",17,,"""""DSS02.02"""""
"""DSS02.02""",18,,"""""DSS02.02"""""
"""DSS02.02""",19,,"""""DSS02.02"""""
"""DSS02.02""",20,,"""""DSS02.02"""""
"""DSS02.02""",21,,"""""DSS02.02"""""
"""DSS02.02""",22,,"""""DSS02.02"""""
"""DSS02.02""",23,,"""""DSS02.02"""""
"""DSS02.02""",24,R,"""""DSS02.02"""""
"""DSS02.02""",25,,"""""DSS02.02"""""
"""DSS02.02""",26,R,"""""DSS02.02"""""
"""DSS02.02""",27,,"""""DSS02.02"""""
"""DSS02.02""",28,,"""""DSS02.02"""""
"""DSS02.02""",29,,"""""DSS02.02"""""
"""DSS02.02""",30,,"""""DSS02.02"""""
"""DSS02.02""",31,,"""""DSS02.02"""""
"""DSS02.02""",32,,"""""DSS02.02"""""
"""DSS02.02""",33,,"""""DSS02.02"""""
"""DSS02.03""",1,,"""""DSS02.03"""""
"""DSS02.03""",2,,"""""DSS02.03"""""
"""DSS02.03""",3,,"""""DSS02.03"""""
"""DSS02.03""",4,,"""""DSS02.03"""""
"""DSS02.03""",5,,"""""DSS02.03"""""
"""DSS02.03""",6,,"""""DSS02.03"""""
"""DSS02.03""",7,A,"""""DSS02.03"""""
"""DSS02.03""",8,,"""""DSS02.03"""""
"""DSS02.03""",9,,"""""DSS02.03"""""
"""DSS02.03""",10,,"""""DSS02.03"""""
"""DSS02.03""",11,,"""""DSS02.03"""""
"""DSS02.03""",12,,"""""DSS02.03"""""
"""DSS02.03""",13,,"""""DSS02.03"""""
"""DSS02.03""",14,R,"""""DSS02.03"""""
"""DSS02.03""",15,,"""""DSS02.03"""""
"""DSS02.03""",16,,"""""DSS02.03"""""
"""DSS02.03""",17,,"""""DSS02.03"""""
"""DSS02.03""",18,,"""""DSS02.03"""""
"""DSS02.03""",19,,"""""DSS02.03"""""
"""DSS02.03""",20,,"""""DSS02.03"""""
"""DSS02.03""",21,,"""""DSS02.03"""""
"""DSS02.03""",22,,"""""DSS02.03"""""
"""DSS02.03""",23,R,"""""DSS02.03"""""
"""DSS02.03""",24,R,"""""DSS02.03"""""
"""DSS02.03""",25,,"""""DSS02.03"""""
"""DSS02.03""",26,R,"""""DSS02.03"""""
"""DSS02.03""",27,,"""""DSS02.03"""""
"""DSS02.03""",28,,"""""DSS02.03"""""
"""DSS02.03""",29,,"""""DSS02.03"""""
"""DSS02.03""",30,,"""""DSS02.03"""""
"""DSS02.03""",31,,"""""DSS02.03"""""
"""DSS02.03""",32,,"""""DSS02.03"""""
"""DSS02.03""",33,,"""""DSS02.03"""""
"""DSS02.04""",1,,"""""DSS02.04"""""
"""DSS02.04""",2,,"""""DSS02.04"""""
"""DSS02.04""",3,,"""""DSS02.04"""""
"""DSS02.04""",4,,"""""DSS02.04"""""
"""DSS02.04""",5,,"""""DSS02.04"""""
"""DSS02.04""",6,,"""""DSS02.04"""""
"""DSS02.04""",7,A,"""""DSS02.04"""""
"""DSS02.04""",8,,"""""DSS02.04"""""
"""DSS02.04""",9,,"""""DSS02.04"""""
"""DSS02.04""",10,,"""""DSS02.04"""""
"""DSS02.04""",11,,"""""DSS02.04"""""
"""DSS02.04""",12,,"""""DSS02.04"""""
"""DSS02.04""",13,,"""""DSS02.04"""""
"""DSS02.04""",14,R,"""""DSS02.04"""""
"""DSS02.04""",15,,"""""DSS02.04"""""
"""DSS02.04""",16,,"""""DSS02.04"""""
"""DSS02.04""",17,,"""""DSS02.04"""""
"""DSS02.04""",18,,"""""DSS02.04"""""
"""DSS02.04""",19,,"""""DSS02.04"""""
"""DSS02.04""",20,,"""""DSS02.04"""""
"""DSS02.04""",21,,"""""DSS02.04"""""
"""DSS02.04""",22,,"""""DSS02.04"""""
"""DSS02.04""",23,,"""""DSS02.04"""""
"""DSS02.04""",24,R,"""""DSS02.04"""""
"""DSS02.04""",25,,"""""DSS02.04"""""
"""DSS02.04""",26,R,"""""DSS02.04"""""
"""DSS02.04""",27,,"""""DSS02.04"""""
"""DSS02.04""",28,,"""""DSS02.04"""""
"""DSS02.04""",29,,"""""DSS02.04"""""
"""DSS02.04""",30,,"""""DSS02.04"""""
"""DSS02.04""",31,,"""""DSS02.04"""""
"""DSS02.04""",32,,"""""DSS02.04"""""
"""DSS02.04""",33,,"""""DSS02.04"""""
"""DSS02.05""",1,,"""""DSS02.05"""""
"""DSS02.05""",2,,"""""DSS02.05"""""
"""DSS02.05""",3,,"""""DSS02.05"""""
"""DSS02.05""",4,,"""""DSS02.05"""""
"""DSS02.05""",5,,"""""DSS02.05"""""
"""DSS02.05""",6,,"""""DSS02.05"""""
"""DSS02.05""",7,A,"""""DSS02.05"""""
"""DSS02.05""",8,,"""""DSS02.05"""""
"""DSS02.05""",9,,"""""DSS02.05"""""
"""DSS02.05""",10,,"""""DSS02.05"""""
"""DSS02.05""",11,,"""""DSS02.05"""""
"""DSS02.05""",12,,"""""DSS02.05"""""
"""DSS02.05""",13,,"""""DSS02.05"""""
"""DSS02.05""",14,,"""""DSS02.05"""""
"""DSS02.05""",15,,"""""DSS02.05"""""
"""DSS02.05""",16,,"""""DSS02.05"""""
"""DSS02.05""",17,,"""""DSS02.05"""""
"""DSS02.05""",18,,"""""DSS02.05"""""
"""DSS02.05""",19,,"""""DSS02.05"""""
"""DSS02.05""",20,,"""""DSS02.05"""""
"""DSS02.05""",21,,"""""DSS02.05"""""
"""DSS02.05""",22,,"""""DSS02.05"""""
"""DSS02.05""",23,R,"""""DSS02.05"""""
"""DSS02.05""",24,R,"""""DSS02.05"""""
"""DSS02.05""",25,,"""""DSS02.05"""""
"""DSS02.05""",26,R,"""""DSS02.05"""""
"""DSS02.05""",27,R,"""""DSS02.05"""""
"""DSS02.05""",28,,"""""DSS02.05"""""
"""DSS02.05""",29,,"""""DSS02.05"""""
"""DSS02.05""",30,,"""""DSS02.05"""""
"""DSS02.05""",31,,"""""DSS02.05"""""
"""DSS02.05""",32,,"""""DSS02.05"""""
"""DSS02.05""",33,,"""""DSS02.05"""""
"""DSS02.06""",1,,"""""DSS02.06"""""
"""DSS02.06""",2,,"""""DSS02.06"""""
"""DSS02.06""",3,,"""""DSS02.06"""""
"""DSS02.06""",4,,"""""DSS02.06"""""
"""DSS02.06""",5,,"""""DSS02.06"""""
"""DSS02.06""",6,,"""""DSS02.06"""""
"""DSS02.06""",7,A,"""""DSS02.06"""""
"""DSS02.06""",8,,"""""DSS02.06"""""
"""DSS02.06""",9,,"""""DSS02.06"""""
"""DSS02.06""",10,,"""""DSS02.06"""""
"""DSS02.06""",11,,"""""DSS02.06"""""
"""DSS02.06""",12,,"""""DSS02.06"""""
"""DSS02.06""",13,,"""""DSS02.06"""""
"""DSS02.06""",14,,"""""DSS02.06"""""
"""DSS02.06""",15,,"""""DSS02.06"""""
"""DSS02.06""",16,,"""""DSS02.06"""""
"""DSS02.06""",17,,"""""DSS02.06"""""
"""DSS02.06""",18,,"""""DSS02.06"""""
"""DSS02.06""",19,,"""""DSS02.06"""""
"""DSS02.06""",20,,"""""DSS02.06"""""
"""DSS02.06""",21,,"""""DSS02.06"""""
"""DSS02.06""",22,,"""""DSS02.06"""""
"""DSS02.06""",23,,"""""DSS02.06"""""
"""DSS02.06""",24,R,"""""DSS02.06"""""
"""DSS02.06""",25,,"""""DSS02.06"""""
"""DSS02.06""",26,R,"""""DSS02.06"""""
"""DSS02.06""",27,R,"""""DSS02.06"""""
"""DSS02.06""",28,,"""""DSS02.06"""""
"""DSS02.06""",29,,"""""DSS02.06"""""
"""DSS02.06""",30,,"""""DSS02.06"""""
"""DSS02.06""",31,,"""""DSS02.06"""""
"""DSS02.06""",32,,"""""DSS02.06"""""
"""DSS02.06""",33,,"""""DSS02.06"""""
"""DSS02.07""",1,,"""""DSS02.07"""""
"""DSS02.07""",2,,"""""DSS02.07"""""
"""DSS02.07""",3,,"""""DSS02.07"""""
"""DSS02.07""",4,,"""""DSS02.07"""""
"""DSS02.07""",5,,"""""DSS02.07"""""
"""DSS02.07""",6,,"""""DSS02.07"""""
"""DSS02.07""",7,A,"""""DSS02.07"""""
"""DSS02.07""",8,,"""""DSS02.07"""""
"""DSS02.07""",9,,"""""DSS02.07"""""
"""DSS02.07""",10,,"""""DSS02.07"""""
"""DSS02.07""",11,,"""""DSS02.07"""""
"""DSS02.07""",12,,"""""DSS02.07"""""
"""DSS02.07""",13,,"""""DSS02.07"""""
"""DSS02.07""",14,,"""""DSS02.07"""""
"""DSS02.07""",15,,"""""DSS02.07"""""
"""DSS02.07""",16,,"""""DSS02.07"""""
"""DSS02.07""",17,,"""""DSS02.07"""""
"""DSS02.07""",18,,"""""DSS02.07"""""
"""DSS02.07""",19,,"""""DSS02.07"""""
"""DSS02.07""",20,,"""""DSS02.07"""""
"""DSS02.07""",21,,"""""DSS02.07"""""
"""DSS02.07""",22,,"""""DSS02.07"""""
"""DSS02.07""",23,,"""""DSS02.07"""""
"""DSS02.07""",24,R,"""""DSS02.07"""""
"""DSS02.07""",25,,"""""DSS02.07"""""
"""DSS02.07""",26,R,"""""DSS02.07"""""
"""DSS02.07""",27,,"""""DSS02.07"""""
"""DSS02.07""",28,,"""""DSS02.07"""""
"""DSS02.07""",29,,"""""DSS02.07"""""
"""DSS02.07""",30,,"""""DSS02.07"""""
"""DSS02.07""",31,,"""""DSS02.07"""""
"""DSS02.07""",32,,"""""DSS02.07"""""
"""DSS02.07""",33,,"""""DSS02.07"""""
"""DSS03.01""",1,,"""""DSS03.01"""""
"""DSS03.01""",2,,"""""DSS03.01"""""
"""DSS03.01""",3,,"""""DSS03.01"""""
"""DSS03.01""",4,,"""""DSS03.01"""""
"""DSS03.01""",5,,"""""DSS03.01"""""
"""DSS03.01""",6,R,"""""DSS03.01"""""
"""DSS03.01""",7,A,"""""DSS03.01"""""
"""DSS03.01""",8,,"""""DSS03.01"""""
"""DSS03.01""",9,,"""""DSS03.01"""""
"""DSS03.01""",10,,"""""DSS03.01"""""
"""DSS03.01""",11,,"""""DSS03.01"""""
"""DSS03.01""",12,,"""""DSS03.01"""""
"""DSS03.01""",13,,"""""DSS03.01"""""
"""DSS03.01""",14,,"""""DSS03.01"""""
"""DSS03.01""",15,,"""""DSS03.01"""""
"""DSS03.01""",16,,"""""DSS03.01"""""
"""DSS03.01""",17,,"""""DSS03.01"""""
"""DSS03.01""",18,,"""""DSS03.01"""""
"""DSS03.01""",19,,"""""DSS03.01"""""
"""DSS03.01""",20,,"""""DSS03.01"""""
"""DSS03.01""",21,,"""""DSS03.01"""""
"""DSS03.01""",22,,"""""DSS03.01"""""
"""DSS03.01""",23,R,"""""DSS03.01"""""
"""DSS03.01""",24,R,"""""DSS03.01"""""
"""DSS03.01""",25,,"""""DSS03.01"""""
"""DSS03.01""",26,R,"""""DSS03.01"""""
"""DSS03.01""",27,,"""""DSS03.01"""""
"""DSS03.01""",28,,"""""DSS03.01"""""
"""DSS03.01""",29,,"""""DSS03.01"""""
"""DSS03.01""",30,,"""""DSS03.01"""""
"""DSS03.01""",31,,"""""DSS03.01"""""
"""DSS03.01""",32,,"""""DSS03.01"""""
"""DSS03.01""",33,,"""""DSS03.01"""""
"""DSS03.02""",1,,"""""DSS03.02"""""
"""DSS03.02""",2,,"""""DSS03.02"""""
"""DSS03.02""",3,,"""""DSS03.02"""""
"""DSS03.02""",4,,"""""DSS03.02"""""
"""DSS03.02""",5,,"""""DSS03.02"""""
"""DSS03.02""",6,,"""""DSS03.02"""""
"""DSS03.02""",7,A,"""""DSS03.02"""""
"""DSS03.02""",8,,"""""DSS03.02"""""
"""DSS03.02""",9,,"""""DSS03.02"""""
"""DSS03.02""",10,,"""""DSS03.02"""""
"""DSS03.02""",11,,"""""DSS03.02"""""
"""DSS03.02""",12,,"""""DSS03.02"""""
"""DSS03.02""",13,,"""""DSS03.02"""""
"""DSS03.02""",14,,"""""DSS03.02"""""
"""DSS03.02""",15,,"""""DSS03.02"""""
"""DSS03.02""",16,,"""""DSS03.02"""""
"""DSS03.02""",17,,"""""DSS03.02"""""
"""DSS03.02""",18,,"""""DSS03.02"""""
"""DSS03.02""",19,,"""""DSS03.02"""""
"""DSS03.02""",20,,"""""DSS03.02"""""
"""DSS03.02""",21,,"""""DSS03.02"""""
"""DSS03.02""",22,,"""""DSS03.02"""""
"""DSS03.02""",23,,"""""DSS03.02"""""
"""DSS03.02""",24,R,"""""DSS03.02"""""
"""DSS03.02""",25,,"""""DSS03.02"""""
"""DSS03.02""",26,R,"""""DSS03.02"""""
"""DSS03.02""",27,R,"""""DSS03.02"""""
"""DSS03.02""",28,,"""""DSS03.02"""""
"""DSS03.02""",29,,"""""DSS03.02"""""
"""DSS03.02""",30,,"""""DSS03.02"""""
"""DSS03.02""",31,,"""""DSS03.02"""""
"""DSS03.02""",32,,"""""DSS03.02"""""
"""DSS03.02""",33,,"""""DSS03.02"""""
"""DSS03.03""",1,,"""""DSS03.03"""""
"""DSS03.03""",2,,"""""DSS03.03"""""
"""DSS03.03""",3,,"""""DSS03.03"""""
"""DSS03.03""",4,,"""""DSS03.03"""""
"""DSS03.03""",5,,"""""DSS03.03"""""
"""DSS03.03""",6,,"""""DSS03.03"""""
"""DSS03.03""",7,A,"""""DSS03.03"""""
"""DSS03.03""",8,,"""""DSS03.03"""""
"""DSS03.03""",9,,"""""DSS03.03"""""
"""DSS03.03""",10,,"""""DSS03.03"""""
"""DSS03.03""",11,,"""""DSS03.03"""""
"""DSS03.03""",12,,"""""DSS03.03"""""
"""DSS03.03""",13,,"""""DSS03.03"""""
"""DSS03.03""",14,,"""""DSS03.03"""""
"""DSS03.03""",15,,"""""DSS03.03"""""
"""DSS03.03""",16,,"""""DSS03.03"""""
"""DSS03.03""",17,,"""""DSS03.03"""""
"""DSS03.03""",18,,"""""DSS03.03"""""
"""DSS03.03""",19,,"""""DSS03.03"""""
"""DSS03.03""",20,,"""""DSS03.03"""""
"""DSS03.03""",21,,"""""DSS03.03"""""
"""DSS03.03""",22,,"""""DSS03.03"""""
"""DSS03.03""",23,,"""""DSS03.03"""""
"""DSS03.03""",24,R,"""""DSS03.03"""""
"""DSS03.03""",25,,"""""DSS03.03"""""
"""DSS03.03""",26,R,"""""DSS03.03"""""
"""DSS03.03""",27,R,"""""DSS03.03"""""
"""DSS03.03""",28,,"""""DSS03.03"""""
"""DSS03.03""",29,,"""""DSS03.03"""""
"""DSS03.03""",30,,"""""DSS03.03"""""
"""DSS03.03""",31,,"""""DSS03.03"""""
"""DSS03.03""",32,,"""""DSS03.03"""""
"""DSS03.03""",33,,"""""DSS03.03"""""
"""DSS03.04""",1,,"""""DSS03.04"""""
"""DSS03.04""",2,,"""""DSS03.04"""""
"""DSS03.04""",3,,"""""DSS03.04"""""
"""DSS03.04""",4,,"""""DSS03.04"""""
"""DSS03.04""",5,,"""""DSS03.04"""""
"""DSS03.04""",6,,"""""DSS03.04"""""
"""DSS03.04""",7,A,"""""DSS03.04"""""
"""DSS03.04""",8,,"""""DSS03.04"""""
"""DSS03.04""",9,,"""""DSS03.04"""""
"""DSS03.04""",10,,"""""DSS03.04"""""
"""DSS03.04""",11,,"""""DSS03.04"""""
"""DSS03.04""",12,,"""""DSS03.04"""""
"""DSS03.04""",13,,"""""DSS03.04"""""
"""DSS03.04""",14,,"""""DSS03.04"""""
"""DSS03.04""",15,,"""""DSS03.04"""""
"""DSS03.04""",16,,"""""DSS03.04"""""
"""DSS03.04""",17,,"""""DSS03.04"""""
"""DSS03.04""",18,,"""""DSS03.04"""""
"""DSS03.04""",19,,"""""DSS03.04"""""
"""DSS03.04""",20,,"""""DSS03.04"""""
"""DSS03.04""",21,,"""""DSS03.04"""""
"""DSS03.04""",22,,"""""DSS03.04"""""
"""DSS03.04""",23,,"""""DSS03.04"""""
"""DSS03.04""",24,R,"""""DSS03.04"""""
"""DSS03.04""",25,,"""""DSS03.04"""""
"""DSS03.04""",26,R,"""""DSS03.04"""""
"""DSS03.04""",27,,"""""DSS03.04"""""
"""DSS03.04""",28,,"""""DSS03.04"""""
"""DSS03.04""",29,,"""""DSS03.04"""""
"""DSS03.04""",30,,"""""DSS03.04"""""
"""DSS03.04""",31,,"""""DSS03.04"""""
"""DSS03.04""",32,,"""""DSS03.04"""""
"""DSS03.04""",33,,"""""DSS03.04"""""
"""DSS03.05""",1,,"""""DSS03.05"""""
"""DSS03.05""",2,R,"""""DSS03.05"""""
"""DSS03.05""",3,,"""""DSS03.05"""""
"""DSS03.05""",4,,"""""DSS03.05"""""
"""DSS03.05""",5,,"""""DSS03.05"""""
"""DSS03.05""",6,,"""""DSS03.05"""""
"""DSS03.05""",7,A,"""""DSS03.05"""""
"""DSS03.05""",8,,"""""DSS03.05"""""
"""DSS03.05""",9,,"""""DSS03.05"""""
"""DSS03.05""",10,,"""""DSS03.05"""""
"""DSS03.05""",11,,"""""DSS03.05"""""
"""DSS03.05""",12,,"""""DSS03.05"""""
"""DSS03.05""",13,,"""""DSS03.05"""""
"""DSS03.05""",14,,"""""DSS03.05"""""
"""DSS03.05""",15,,"""""DSS03.05"""""
"""DSS03.05""",16,,"""""DSS03.05"""""
"""DSS03.05""",17,,"""""DSS03.05"""""
"""DSS03.05""",18,,"""""DSS03.05"""""
"""DSS03.05""",19,,"""""DSS03.05"""""
"""DSS03.05""",20,,"""""DSS03.05"""""
"""DSS03.05""",21,,"""""DSS03.05"""""
